Series,V,A,Time,Concentration
RS_S26_INC-1,0.05,0.000298,28,7.72
RS_S27_INC-1,0.05,0.000298,28,7.49
RS_S28_INC-1,0.05,0.000298,28,7.77
RS_S29_INC-1,0.05,0.000298,28,8.9
RS_R01_INC-1,0.05,0.000298,30,8.06
RS_R02_INC-1,0.05,0.000298,30,7.61
RS_R03_INC-1,0.05,0.000298,30,6.66
RS_R04_INC-1,0.05,0.000298,30,8.11
RS_R05_INC-1,0.05,0.000298,30,7.94
RS_R06_INC-1,0.05,0.000298,30,7.68
RS_R07_INC-1,0.05,0.000298,30,8.45
RS_S01_INC-1,0.05,0.000298,30,7.81
RS_S02_INC-1,0.05,0.000298,30,7.52
RS_S03_INC-1,0.05,0.000298,30,8.91
RS_S04_INC-1,0.05,0.000298,30,7.4
RS_S05_INC-1,0.05,0.000298,30,7.59
RS_S06_INC-1,0.05,0.000298,30,7.37
RS_S07_INC-1,0.05,0.000298,30,8.84
RS_S08_INC-1,0.05,0.000298,30,8.62
RS_S09_INC-1,0.05,0.000298,30,7.71
RS_S10_INC-1,0.05,0.000298,30,8.59
RS_S11_INC-1,0.05,0.000298,30,8.79
RS_S12_INC-1,0.05,0.000298,30,10.27
RS_S13_INC-1,0.05,0.000298,30,8.36
RS_S14_INC-1,0.05,0.000298,30,8.2
RS_S15_INC-1,0.05,0.000298,30,8.11
RS_S16_INC-1,0.05,0.000298,30,7.27
RS_S17_INC-1,0.05,0.000298,30,7.4
RS_S18_INC-1,0.05,0.000298,30,8.99
RS_S19_INC-1,0.05,0.000298,30,8.57
RS_S20_INC-1,0.05,0.000298,30,11
RS_S21_INC-1,0.05,0.000298,30,7.83
RS_S22_INC-1,0.05,0.000298,30,9.72
RS_S23_INC-1,0.05,0.000298,30,7.96
RS_S24_INC-1,0.05,0.000298,30,8.32
RS_S25_INC-1,0.05,0.000298,30,8.83
RS_S26_INC-1,0.05,0.000298,30,7.67
RS_S27_INC-1,0.05,0.000298,30,7.48
RS_S28_INC-1,0.05,0.000298,30,7.75
RS_S29_INC-1,0.05,0.000298,30,8.79
RS_R01_INC-1,0.05,0.000298,32,8.27
RS_R02_INC-1,0.05,0.000298,32,7.73
RS_R03_INC-1,0.05,0.000298,32,6.72
RS_R04_INC-1,0.05,0.000298,32,7.96
RS_R05_INC-1,0.05,0.000298,32,8
RS_R06_INC-1,0.05,0.000298,32,7.6
RS_R07_INC-1,0.05,0.000298,32,7.98
RS_S01_INC-1,0.05,0.000298,32,7.83
RS_S02_INC-1,0.05,0.000298,32,7.38
RS_S03_INC-1,0.05,0.000298,32,8.85
RS_S04_INC-1,0.05,0.000298,32,7.42
RS_S05_INC-1,0.05,0.000298,32,7.77
RS_S06_INC-1,0.05,0.000298,32,7.37
RS_S07_INC-1,0.05,0.000298,32,8.73
RS_S08_INC-1,0.05,0.000298,32,8.78
RS_S09_INC-1,0.05,0.000298,32,7.66
RS_S10_INC-1,0.05,0.000298,32,8.55
RS_S11_INC-1,0.05,0.000298,32,8.71
RS_S12_INC-1,0.05,0.000298,32,10.01
RS_S13_INC-1,0.05,0.000298,32,8.29
RS_S14_INC-1,0.05,0.000298,32,8.21
RS_S15_INC-1,0.05,0.000298,32,8.05
RS_S16_INC-1,0.05,0.000298,32,7.35
RS_S17_INC-1,0.05,0.000298,32,7.47
RS_S18_INC-1,0.05,0.000298,32,8.94
RS_S19_INC-1,0.05,0.000298,32,8.31
RS_S20_INC-1,0.05,0.000298,32,11.74
RS_S21_INC-1,0.05,0.000298,32,7.91
RS_S22_INC-1,0.05,0.000298,32,9.52
RS_S23_INC-1,0.05,0.000298,32,7.72
RS_S24_INC-1,0.05,0.000298,32,8.37
RS_S25_INC-1,0.05,0.000298,32,8.85
RS_S26_INC-1,0.05,0.000298,32,7.62
RS_S27_INC-1,0.05,0.000298,32,7.33
RS_S28_INC-1,0.05,0.000298,32,7.74
RS_S29_INC-1,0.05,0.000298,32,8.94
RS_R01_INC-1,0.05,0.000298,34,8.06
RS_R02_INC-1,0.05,0.000298,34,7.56
RS_R03_INC-1,0.05,0.000298,34,6.82
RS_R04_INC-1,0.05,0.000298,34,8.06
RS_R05_INC-1,0.05,0.000298,34,7.79
RS_R06_INC-1,0.05,0.000298,34,7.52
RS_R07_INC-1,0.05,0.000298,34,7.9
RS_S01_INC-1,0.05,0.000298,34,7.79
RS_S02_INC-1,0.05,0.000298,34,7.41
RS_S03_INC-1,0.05,0.000298,34,8.8
RS_S04_INC-1,0.05,0.000298,34,7.39
RS_S05_INC-1,0.05,0.000298,34,7.65
RS_S06_INC-1,0.05,0.000298,34,7.56
RS_S07_INC-1,0.05,0.000298,34,8.96
RS_S08_INC-1,0.05,0.000298,34,8.73
RS_S09_INC-1,0.05,0.000298,34,7.71
RS_S10_INC-1,0.05,0.000298,34,8.53
RS_S11_INC-1,0.05,0.000298,34,8.7
RS_S12_INC-1,0.05,0.000298,34,10.19
RS_S13_INC-1,0.05,0.000298,34,8.31
RS_S14_INC-1,0.05,0.000298,34,8.2
RS_S15_INC-1,0.05,0.000298,34,8.1
RS_S16_INC-1,0.05,0.000298,34,7.67
RS_S17_INC-1,0.05,0.000298,34,7.23
RS_S18_INC-1,0.05,0.000298,34,9.11
RS_S19_INC-1,0.05,0.000298,34,8.47
RS_S20_INC-1,0.05,0.000298,34,11.29
RS_S21_INC-1,0.05,0.000298,34,7.78
RS_S22_INC-1,0.05,0.000298,34,9.72
RS_S23_INC-1,0.05,0.000298,34,7.91
RS_S24_INC-1,0.05,0.000298,34,8.31
RS_S25_INC-1,0.05,0.000298,34,8.83
RS_S26_INC-1,0.05,0.000298,34,7.62
RS_S27_INC-1,0.05,0.000298,34,7.45
RS_S28_INC-1,0.05,0.000298,34,7.72
RS_S29_INC-1,0.05,0.000298,34,8.72
RS_R01_INC-1,0.05,0.000298,36,8.26
RS_R02_INC-1,0.05,0.000298,36,7.58
RS_R03_INC-1,0.05,0.000298,36,6.76
RS_R04_INC-1,0.05,0.000298,36,7.89
RS_R05_INC-1,0.05,0.000298,36,7.92
RS_R06_INC-1,0.05,0.000298,36,7.68
RS_R07_INC-1,0.05,0.000298,36,8.23
RS_S01_INC-1,0.05,0.000298,36,7.73
RS_S02_INC-1,0.05,0.000298,36,7.5
RS_S03_INC-1,0.05,0.000298,36,8.9
RS_S04_INC-1,0.05,0.000298,36,7.18
RS_S05_INC-1,0.05,0.000298,36,7.56
RS_S06_INC-1,0.05,0.000298,36,7.48
RS_S07_INC-1,0.05,0.000298,36,8.66
RS_S08_INC-1,0.05,0.000298,36,8.6
RS_S09_INC-1,0.05,0.000298,36,7.6
RS_S10_INC-1,0.05,0.000298,36,8.46
RS_S11_INC-1,0.05,0.000298,36,8.83
RS_S12_INC-1,0.05,0.000298,36,10.03
RS_S13_INC-1,0.05,0.000298,36,8.33
RS_S14_INC-1,0.05,0.000298,36,8.17
RS_S15_INC-1,0.05,0.000298,36,8.12
RS_S16_INC-1,0.05,0.000298,36,7.36
RS_S17_INC-1,0.05,0.000298,36,7.56
RS_S18_INC-1,0.05,0.000298,36,9.03
RS_S19_INC-1,0.05,0.000298,36,8.49
RS_S20_INC-1,0.05,0.000298,36,11.31
RS_S21_INC-1,0.05,0.000298,36,7.82
RS_S22_INC-1,0.05,0.000298,36,9.61
RS_S23_INC-1,0.05,0.000298,36,7.78
RS_S24_INC-1,0.05,0.000298,36,8.49
RS_S25_INC-1,0.05,0.000298,36,8.87
RS_S26_INC-1,0.05,0.000298,36,7.75
RS_S27_INC-1,0.05,0.000298,36,7.43
RS_S28_INC-1,0.05,0.000298,36,7.79
RS_S29_INC-1,0.05,0.000298,36,8.74
RS_R01_INC-1,0.05,0.000298,38,8.03
RS_R02_INC-1,0.05,0.000298,38,7.76
RS_R03_INC-1,0.05,0.000298,38,6.71
RS_R04_INC-1,0.05,0.000298,38,7.98
RS_R05_INC-1,0.05,0.000298,38,7.89
RS_R06_INC-1,0.05,0.000298,38,7.52
RS_R07_INC-1,0.05,0.000298,38,8.17
RS_S01_INC-1,0.05,0.000298,38,7.92
RS_S02_INC-1,0.05,0.000298,38,7.33
RS_S03_INC-1,0.05,0.000298,38,8.87
RS_S04_INC-1,0.05,0.000298,38,7.38
RS_S05_INC-1,0.05,0.000298,38,7.53
RS_S06_INC-1,0.05,0.000298,38,7.41
RS_S07_INC-1,0.05,0.000298,38,8.85
RS_S08_INC-1,0.05,0.000298,38,8.77
RS_S09_INC-1,0.05,0.000298,38,7.75
RS_S10_INC-1,0.05,0.000298,38,8.54
RS_S11_INC-1,0.05,0.000298,38,8.79
RS_S12_INC-1,0.05,0.000298,38,10.13
RS_S13_INC-1,0.05,0.000298,38,8.33
RS_S14_INC-1,0.05,0.000298,38,8.12
RS_S15_INC-1,0.05,0.000298,38,8.04
RS_S16_INC-1,0.05,0.000298,38,7.25
RS_S17_INC-1,0.05,0.000298,38,7.27
RS_S18_INC-1,0.05,0.000298,38,9.02
RS_S19_INC-1,0.05,0.000298,38,8.37
RS_S20_INC-1,0.05,0.000298,38,10.99
RS_S21_INC-1,0.05,0.000298,38,7.96
RS_S22_INC-1,0.05,0.000298,38,9.4
RS_S23_INC-1,0.05,0.000298,38,7.91
RS_S24_INC-1,0.05,0.000298,38,8.43
RS_S25_INC-1,0.05,0.000298,38,8.84
RS_S26_INC-1,0.05,0.000298,38,7.77
RS_S27_INC-1,0.05,0.000298,38,7.56
RS_S28_INC-1,0.05,0.000298,38,7.73
RS_S29_INC-1,0.05,0.000298,38,8.96
RS_R01_INC-1,0.05,0.000298,40,8.27
RS_R02_INC-1,0.05,0.000298,40,7.66
RS_R03_INC-1,0.05,0.000298,40,6.67
RS_R04_INC-1,0.05,0.000298,40,7.94
RS_R05_INC-1,0.05,0.000298,40,7.91
RS_R06_INC-1,0.05,0.000298,40,7.64
RS_R07_INC-1,0.05,0.000298,40,7.83
RS_S01_INC-1,0.05,0.000298,40,7.81
RS_S02_INC-1,0.05,0.000298,40,7.42
RS_S03_INC-1,0.05,0.000298,40,8.88
RS_S04_INC-1,0.05,0.000298,40,7.34
RS_S05_INC-1,0.05,0.000298,40,7.74
RS_S06_INC-1,0.05,0.000298,40,7.43
RS_S07_INC-1,0.05,0.000298,40,8.67
RS_S08_INC-1,0.05,0.000298,40,8.72
RS_S09_INC-1,0.05,0.000298,40,7.66
RS_S10_INC-1,0.05,0.000298,40,8.49
RS_S11_INC-1,0.05,0.000298,40,8.66
RS_S12_INC-1,0.05,0.000298,40,9.9
RS_S13_INC-1,0.05,0.000298,40,8.42
RS_S14_INC-1,0.05,0.000298,40,8.12
RS_S15_INC-1,0.05,0.000298,40,8.04
RS_S16_INC-1,0.05,0.000298,40,7.35
RS_S17_INC-1,0.05,0.000298,40,7.36
RS_S18_INC-1,0.05,0.000298,40,8.97
RS_S19_INC-1,0.05,0.000298,40,8.44
RS_S20_INC-1,0.05,0.000298,40,11.71
RS_S21_INC-1,0.05,0.000298,40,7.76
RS_S22_INC-1,0.05,0.000298,40,9.65
RS_S23_INC-1,0.05,0.000298,40,7.85
RS_S24_INC-1,0.05,0.000298,40,8.38
RS_S25_INC-1,0.05,0.000298,40,8.81
RS_S26_INC-1,0.05,0.000298,40,7.61
RS_S27_INC-1,0.05,0.000298,40,7.59
RS_S28_INC-1,0.05,0.000298,40,7.74
RS_S29_INC-1,0.05,0.000298,40,8.82
RS_R01_INC-1,0.05,0.000298,42,7.98
RS_R02_INC-1,0.05,0.000298,42,7.5
RS_R03_INC-1,0.05,0.000298,42,6.8
RS_R04_INC-1,0.05,0.000298,42,8.01
RS_R05_INC-1,0.05,0.000298,42,7.75
RS_R06_INC-1,0.05,0.000298,42,7.52
RS_R07_INC-1,0.05,0.000298,42,8.29
RS_S01_INC-1,0.05,0.000298,42,7.82
RS_S02_INC-1,0.05,0.000298,42,7.42
RS_S03_INC-1,0.05,0.000298,42,8.95
RS_S04_INC-1,0.05,0.000298,42,7.28
RS_S05_INC-1,0.05,0.000298,42,7.69
RS_S06_INC-1,0.05,0.000298,42,7.65
RS_S07_INC-1,0.05,0.000298,42,8.84
RS_S08_INC-1,0.05,0.000298,42,8.68
RS_S09_INC-1,0.05,0.000298,42,7.7
RS_S10_INC-1,0.05,0.000298,42,8.5
RS_S11_INC-1,0.05,0.000298,42,8.83
RS_S12_INC-1,0.05,0.000298,42,10.05
RS_S13_INC-1,0.05,0.000298,42,8.37
RS_S14_INC-1,0.05,0.000298,42,8.16
RS_S15_INC-1,0.05,0.000298,42,8.06
RS_S16_INC-1,0.05,0.000298,42,7.57
RS_S17_INC-1,0.05,0.000298,42,7.48
RS_S18_INC-1,0.05,0.000298,42,8.96
RS_S19_INC-1,0.05,0.000298,42,8.5
RS_S20_INC-1,0.05,0.000298,42,11.14
RS_S21_INC-1,0.05,0.000298,42,7.84
RS_S22_INC-1,0.05,0.000298,42,9.61
RS_S23_INC-1,0.05,0.000298,42,7.9
RS_S24_INC-1,0.05,0.000298,42,8.53
RS_S25_INC-1,0.05,0.000298,42,8.83
RS_S26_INC-1,0.05,0.000298,42,7.67
RS_S27_INC-1,0.05,0.000298,42,7.38
RS_S28_INC-1,0.05,0.000298,42,7.75
RS_S29_INC-1,0.05,0.000298,42,8.83
RS_R01_INC-1,0.05,0.000298,44,8.1
RS_R02_INC-1,0.05,0.000298,44,7.73
RS_R03_INC-1,0.05,0.000298,44,6.82
RS_R04_INC-1,0.05,0.000298,44,7.93
RS_R05_INC-1,0.05,0.000298,44,7.98
RS_R06_INC-1,0.05,0.000298,44,7.52
RS_R07_INC-1,0.05,0.000298,44,8.03
RS_S01_INC-1,0.05,0.000298,44,7.8
RS_S02_INC-1,0.05,0.000298,44,7.38
RS_S03_INC-1,0.05,0.000298,44,8.85
RS_S04_INC-1,0.05,0.000298,44,7.41
RS_S05_INC-1,0.05,0.000298,44,7.66
RS_S06_INC-1,0.05,0.000298,44,7.45
RS_S07_INC-1,0.05,0.000298,44,8.78
RS_S08_INC-1,0.05,0.000298,44,8.73
RS_S09_INC-1,0.05,0.000298,44,7.72
RS_S10_INC-1,0.05,0.000298,44,8.54
RS_S11_INC-1,0.05,0.000298,44,8.68
RS_S12_INC-1,0.05,0.000298,44,10.13
RS_S13_INC-1,0.05,0.000298,44,8.34
RS_S14_INC-1,0.05,0.000298,44,8.18
RS_S15_INC-1,0.05,0.000298,44,8.08
RS_S16_INC-1,0.05,0.000298,44,7.42
RS_S17_INC-1,0.05,0.000298,44,7.32
RS_S18_INC-1,0.05,0.000298,44,8.82
RS_S19_INC-1,0.05,0.000298,44,8.42
RS_S20_INC-1,0.05,0.000298,44,10.95
RS_S21_INC-1,0.05,0.000298,44,7.9
RS_S22_INC-1,0.05,0.000298,44,9.58
RS_S23_INC-1,0.05,0.000298,44,7.84
RS_S24_INC-1,0.05,0.000298,44,8.4
RS_S25_INC-1,0.05,0.000298,44,8.84
RS_S26_INC-1,0.05,0.000298,44,7.68
RS_S27_INC-1,0.05,0.000298,44,7.47
RS_S28_INC-1,0.05,0.000298,44,7.77
RS_S29_INC-1,0.05,0.000298,44,8.97
RS_R01_INC-1,0.05,0.000298,46,8
RS_R02_INC-1,0.05,0.000298,46,7.8
RS_R03_INC-1,0.05,0.000298,46,6.69
RS_R04_INC-1,0.05,0.000298,46,7.96
RS_R05_INC-1,0.05,0.000298,46,7.94
RS_R06_INC-1,0.05,0.000298,46,7.53
RS_R07_INC-1,0.05,0.000298,46,8.01
RS_S01_INC-1,0.05,0.000298,46,7.88
RS_S02_INC-1,0.05,0.000298,46,7.41
RS_S03_INC-1,0.05,0.000298,46,8.86
RS_S04_INC-1,0.05,0.000298,46,7.38
RS_S05_INC-1,0.05,0.000298,46,7.63
RS_S06_INC-1,0.05,0.000298,46,7.4
RS_S07_INC-1,0.05,0.000298,46,8.76
RS_S08_INC-1,0.05,0.000298,46,8.7
RS_S09_INC-1,0.05,0.000298,46,7.68
RS_S10_INC-1,0.05,0.000298,46,8.54
RS_S11_INC-1,0.05,0.000298,46,8.64
RS_S12_INC-1,0.05,0.000298,46,9.93
RS_S13_INC-1,0.05,0.000298,46,8.28
RS_S14_INC-1,0.05,0.000298,46,8.15
RS_S15_INC-1,0.05,0.000298,46,8.13
RS_S16_INC-1,0.05,0.000298,46,7.31
RS_S17_INC-1,0.05,0.000298,46,7.26
RS_S18_INC-1,0.05,0.000298,46,8.9
RS_S19_INC-1,0.05,0.000298,46,8.47
RS_S20_INC-1,0.05,0.000298,46,11.19
RS_S21_INC-1,0.05,0.000298,46,7.76
RS_S22_INC-1,0.05,0.000298,46,9.68
RS_S23_INC-1,0.05,0.000298,46,7.93
RS_S24_INC-1,0.05,0.000298,46,8.41
RS_S25_INC-1,0.05,0.000298,46,8.82
RS_S26_INC-1,0.05,0.000298,46,7.58
RS_S27_INC-1,0.05,0.000298,46,7.46
RS_S28_INC-1,0.05,0.000298,46,7.79
RS_S29_INC-1,0.05,0.000298,46,8.88
RS_R01_INC-1,0.05,0.000298,48,8.11
RS_R02_INC-1,0.05,0.000298,48,7.52
RS_R03_INC-1,0.05,0.000298,48,6.6
RS_R04_INC-1,0.05,0.000298,48,8.03
RS_R05_INC-1,0.05,0.000298,48,8.05
RS_R06_INC-1,0.05,0.000298,48,7.47
RS_R07_INC-1,0.05,0.000298,48,8.1
RS_S01_INC-1,0.05,0.000298,48,7.9
RS_S02_INC-1,0.05,0.000298,48,7.4
RS_S03_INC-1,0.05,0.000298,48,8.87
RS_S04_INC-1,0.05,0.000298,48,7.42
RS_S05_INC-1,0.05,0.000298,48,7.69
RS_S06_INC-1,0.05,0.000298,48,7.56
RS_S07_INC-1,0.05,0.000298,48,8.76
RS_S08_INC-1,0.05,0.000298,48,8.69
RS_S09_INC-1,0.05,0.000298,48,7.76
RS_S10_INC-1,0.05,0.000298,48,8.54
RS_S11_INC-1,0.05,0.000298,48,8.59
RS_S12_INC-1,0.05,0.000298,48,10
RS_S13_INC-1,0.05,0.000298,48,8.25
RS_S14_INC-1,0.05,0.000298,48,8.25
RS_S15_INC-1,0.05,0.000298,48,8.15
RS_S16_INC-1,0.05,0.000298,48,7.35
RS_S17_INC-1,0.05,0.000298,48,7.45
RS_S18_INC-1,0.05,0.000298,48,8.93
RS_S19_INC-1,0.05,0.000298,48,8.39
RS_S20_INC-1,0.05,0.000298,48,11.66
RS_S21_INC-1,0.05,0.000298,48,7.84
RS_S22_INC-1,0.05,0.000298,48,9.6
RS_S23_INC-1,0.05,0.000298,48,7.93
RS_S24_INC-1,0.05,0.000298,48,8.33
RS_S25_INC-1,0.05,0.000298,48,8.84
RS_S26_INC-1,0.05,0.000298,48,7.6
RS_S27_INC-1,0.05,0.000298,48,7.51
RS_S28_INC-1,0.05,0.000298,48,7.69
RS_S29_INC-1,0.05,0.000298,48,8.87
RS_R01_INC-1,0.05,0.000298,50,8.02
RS_R02_INC-1,0.05,0.000298,50,7.71
RS_R03_INC-1,0.05,0.000298,50,6.75
RS_R04_INC-1,0.05,0.000298,50,7.86
RS_R05_INC-1,0.05,0.000298,50,7.98
RS_R06_INC-1,0.05,0.000298,50,7.53
RS_R07_INC-1,0.05,0.000298,50,7.79
RS_S01_INC-1,0.05,0.000298,50,7.84
RS_S02_INC-1,0.05,0.000298,50,7.35
RS_S03_INC-1,0.05,0.000298,50,8.94
RS_S04_INC-1,0.05,0.000298,50,7.44
RS_S05_INC-1,0.05,0.000298,50,7.57
RS_S06_INC-1,0.05,0.000298,50,7.47
RS_S07_INC-1,0.05,0.000298,50,8.87
RS_S08_INC-1,0.05,0.000298,50,8.73
RS_S09_INC-1,0.05,0.000298,50,7.64
RS_S10_INC-1,0.05,0.000298,50,8.48
RS_S11_INC-1,0.05,0.000298,50,8.66
RS_S12_INC-1,0.05,0.000298,50,9.96
RS_S13_INC-1,0.05,0.000298,50,8.36
RS_S14_INC-1,0.05,0.000298,50,8.18
RS_S15_INC-1,0.05,0.000298,50,8.11
RS_S16_INC-1,0.05,0.000298,50,7.5
RS_S17_INC-1,0.05,0.000298,50,7.26
RS_S18_INC-1,0.05,0.000298,50,8.9
RS_S19_INC-1,0.05,0.000298,50,8.4
RS_S20_INC-1,0.05,0.000298,50,11.2
RS_S21_INC-1,0.05,0.000298,50,7.89
RS_S22_INC-1,0.05,0.000298,50,9.6
RS_S23_INC-1,0.05,0.000298,50,7.95
RS_S24_INC-1,0.05,0.000298,50,8.37
RS_S25_INC-1,0.05,0.000298,50,8.82
RS_S26_INC-1,0.05,0.000298,50,7.65
RS_S27_INC-1,0.05,0.000298,50,7.55
RS_S28_INC-1,0.05,0.000298,50,7.83
RS_S29_INC-1,0.05,0.000298,50,8.8
RS_R01_INC-1,0.05,0.000298,52,8.16
RS_R02_INC-1,0.05,0.000298,52,7.6
RS_R03_INC-1,0.05,0.000298,52,6.74
RS_R04_INC-1,0.05,0.000298,52,8.02
RS_R05_INC-1,0.05,0.000298,52,7.72
RS_R06_INC-1,0.05,0.000298,52,7.46
RS_R07_INC-1,0.05,0.000298,52,8.05
RS_S01_INC-1,0.05,0.000298,52,7.8
RS_S02_INC-1,0.05,0.000298,52,7.49
RS_S03_INC-1,0.05,0.000298,52,8.84
RS_S04_INC-1,0.05,0.000298,52,7.27
RS_S05_INC-1,0.05,0.000298,52,7.65
RS_S06_INC-1,0.05,0.000298,52,7.43
RS_S07_INC-1,0.05,0.000298,52,8.72
RS_S08_INC-1,0.05,0.000298,52,8.67
RS_S09_INC-1,0.05,0.000298,52,7.69
RS_S10_INC-1,0.05,0.000298,52,8.61
RS_S11_INC-1,0.05,0.000298,52,8.67
RS_S12_INC-1,0.05,0.000298,52,10.07
RS_S13_INC-1,0.05,0.000298,52,8.32
RS_S14_INC-1,0.05,0.000298,52,8.17
RS_S15_INC-1,0.05,0.000298,52,8.19
RS_S16_INC-1,0.05,0.000298,52,7.47
RS_S17_INC-1,0.05,0.000298,52,7.48
RS_S18_INC-1,0.05,0.000298,52,8.94
RS_S19_INC-1,0.05,0.000298,52,8.39
RS_S20_INC-1,0.05,0.000298,52,10.96
RS_S21_INC-1,0.05,0.000298,52,7.78
RS_S22_INC-1,0.05,0.000298,52,9.57
RS_S23_INC-1,0.05,0.000298,52,7.92
RS_S24_INC-1,0.05,0.000298,52,8.25
RS_S25_INC-1,0.05,0.000298,52,8.85
RS_S26_INC-1,0.05,0.000298,52,7.67
RS_S27_INC-1,0.05,0.000298,52,7.53
RS_S28_INC-1,0.05,0.000298,52,7.76
RS_S29_INC-1,0.05,0.000298,52,8.78
RS_R01_INC-1,0.05,0.000298,54,8.02
RS_R02_INC-1,0.05,0.000298,54,7.48
RS_R03_INC-1,0.05,0.000298,54,6.77
RS_R04_INC-1,0.05,0.000298,54,7.84
RS_R05_INC-1,0.05,0.000298,54,7.91
RS_R06_INC-1,0.05,0.000298,54,7.47
RS_R07_INC-1,0.05,0.000298,54,7.68
RS_S01_INC-1,0.05,0.000298,54,7.92
RS_S02_INC-1,0.05,0.000298,54,7.35
RS_S03_INC-1,0.05,0.000298,54,8.81
RS_S04_INC-1,0.05,0.000298,54,7.36
RS_S05_INC-1,0.05,0.000298,54,7.68
RS_S06_INC-1,0.05,0.000298,54,7.49
RS_S07_INC-1,0.05,0.000298,54,8.85
RS_S08_INC-1,0.05,0.000298,54,8.6
RS_S09_INC-1,0.05,0.000298,54,7.71
RS_S10_INC-1,0.05,0.000298,54,8.48
RS_S11_INC-1,0.05,0.000298,54,8.79
RS_S12_INC-1,0.05,0.000298,54,9.94
RS_S13_INC-1,0.05,0.000298,54,8.26
RS_S14_INC-1,0.05,0.000298,54,8.09
RS_S15_INC-1,0.05,0.000298,54,8.08
RS_S16_INC-1,0.05,0.000298,54,7.31
RS_S17_INC-1,0.05,0.000298,54,7.43
RS_S18_INC-1,0.05,0.000298,54,8.92
RS_S19_INC-1,0.05,0.000298,54,8.54
RS_S20_INC-1,0.05,0.000298,54,11.45
RS_S21_INC-1,0.05,0.000298,54,7.87
RS_S22_INC-1,0.05,0.000298,54,9.58
RS_S23_INC-1,0.05,0.000298,54,7.85
RS_S24_INC-1,0.05,0.000298,54,8.46
RS_S25_INC-1,0.05,0.000298,54,8.81
RS_S26_INC-1,0.05,0.000298,54,7.59
RS_S27_INC-1,0.05,0.000298,54,7.49
RS_S28_INC-1,0.05,0.000298,54,7.77
RS_S29_INC-1,0.05,0.000298,54,8.76
RS_R01_INC-1,0.05,0.000298,56,8.08
RS_R02_INC-1,0.05,0.000298,56,7.54
RS_R03_INC-1,0.05,0.000298,56,6.8
RS_R04_INC-1,0.05,0.000298,56,8.02
RS_R05_INC-1,0.05,0.000298,56,7.71
RS_R06_INC-1,0.05,0.000298,56,7.51
RS_R07_INC-1,0.05,0.000298,56,7.92
RS_S01_INC-1,0.05,0.000298,56,7.96
RS_S02_INC-1,0.05,0.000298,56,7.34
RS_S03_INC-1,0.05,0.000298,56,8.92
RS_S04_INC-1,0.05,0.000298,56,7.41
RS_S05_INC-1,0.05,0.000298,56,7.71
RS_S06_INC-1,0.05,0.000298,56,7.59
RS_S07_INC-1,0.05,0.000298,56,8.95
RS_S08_INC-1,0.05,0.000298,56,8.73
RS_S09_INC-1,0.05,0.000298,56,7.6
RS_S10_INC-1,0.05,0.000298,56,8.52
RS_S11_INC-1,0.05,0.000298,56,8.67
RS_S12_INC-1,0.05,0.000298,56,10.12
RS_S13_INC-1,0.05,0.000298,56,8.26
RS_S14_INC-1,0.05,0.000298,56,8.23
RS_S15_INC-1,0.05,0.000298,56,8.07
RS_S16_INC-1,0.05,0.000298,56,7.3
RS_S17_INC-1,0.05,0.000298,56,7.21
RS_S18_INC-1,0.05,0.000298,56,8.97
RS_S19_INC-1,0.05,0.000298,56,8.3
RS_S20_INC-1,0.05,0.000298,56,11.6
RS_S21_INC-1,0.05,0.000298,56,7.83
RS_S22_INC-1,0.05,0.000298,56,9.65
RS_S23_INC-1,0.05,0.000298,56,8.03
RS_S24_INC-1,0.05,0.000298,56,8.24
RS_S25_INC-1,0.05,0.000298,56,8.83
RS_S26_INC-1,0.05,0.000298,56,7.56
RS_S27_INC-1,0.05,0.000298,56,7.45
RS_S28_INC-1,0.05,0.000298,56,7.83
RS_S29_INC-1,0.05,0.000298,56,8.91
RS_R01_INC-1,0.05,0.000298,58,7.98
RS_R02_INC-1,0.05,0.000298,58,7.84
RS_R03_INC-1,0.05,0.000298,58,6.76
RS_R04_INC-1,0.05,0.000298,58,7.86
RS_R05_INC-1,0.05,0.000298,58,7.92
RS_R06_INC-1,0.05,0.000298,58,7.47
RS_R07_INC-1,0.05,0.000298,58,7.58
RS_S01_INC-1,0.05,0.000298,58,7.88
RS_S02_INC-1,0.05,0.000298,58,7.52
RS_S03_INC-1,0.05,0.000298,58,8.84
RS_S04_INC-1,0.05,0.000298,58,7.55
RS_S05_INC-1,0.05,0.000298,58,7.57
RS_S06_INC-1,0.05,0.000298,58,7.5
RS_S07_INC-1,0.05,0.000298,58,8.75
RS_S08_INC-1,0.05,0.000298,58,8.66
RS_S09_INC-1,0.05,0.000298,58,7.67
RS_S10_INC-1,0.05,0.000298,58,8.48
RS_S11_INC-1,0.05,0.000298,58,8.61
RS_S12_INC-1,0.05,0.000298,58,9.87
RS_S13_INC-1,0.05,0.000298,58,8.25
RS_S14_INC-1,0.05,0.000298,58,8.28
RS_S15_INC-1,0.05,0.000298,58,8.16
RS_S16_INC-1,0.05,0.000298,58,7.51
RS_S17_INC-1,0.05,0.000298,58,7.68
RS_S18_INC-1,0.05,0.000298,58,8.88
RS_S19_INC-1,0.05,0.000298,58,8.43
RS_S20_INC-1,0.05,0.000298,58,11.01
RS_S21_INC-1,0.05,0.000298,58,7.73
RS_S22_INC-1,0.05,0.000298,58,9.6
RS_S23_INC-1,0.05,0.000298,58,7.96
