Series,V,A,Time,Concentration
RS_S24_INC-1,0.05,0.000298,58,8.4
RS_S25_INC-1,0.05,0.000298,58,8.83
RS_S26_INC-1,0.05,0.000298,58,7.57
RS_S27_INC-1,0.05,0.000298,58,7.49
RS_S28_INC-1,0.05,0.000298,58,7.78
RS_S29_INC-1,0.05,0.000298,58,8.9
RS_R01_INC-1,0.05,0.000298,60,8.06
RS_R02_INC-1,0.05,0.000298,60,7.52
RS_R03_INC-1,0.05,0.000298,60,6.73
RS_R04_INC-1,0.05,0.000298,60,7.92
RS_R05_INC-1,0.05,0.000298,60,7.9
RS_R06_INC-1,0.05,0.000298,60,7.47
RS_R07_INC-1,0.05,0.000298,60,7.98
RS_S01_INC-1,0.05,0.000298,60,7.79
RS_S02_INC-1,0.05,0.000298,60,7.35
RS_S03_INC-1,0.05,0.000298,60,8.85
RS_S04_INC-1,0.05,0.000298,60,7.42
RS_S05_INC-1,0.05,0.000298,60,7.68
RS_S06_INC-1,0.05,0.000298,60,7.43
RS_S07_INC-1,0.05,0.000298,60,8.9
RS_S08_INC-1,0.05,0.000298,60,8.76
RS_S09_INC-1,0.05,0.000298,60,7.73
RS_S10_INC-1,0.05,0.000298,60,8.56
RS_S11_INC-1,0.05,0.000298,60,8.71
RS_S12_INC-1,0.05,0.000298,60,9.99
RS_S13_INC-1,0.05,0.000298,60,8.41
RS_S14_INC-1,0.05,0.000298,60,8.1
RS_S15_INC-1,0.05,0.000298,60,8.14
RS_S16_INC-1,0.05,0.000298,60,7.58
RS_S17_INC-1,0.05,0.000298,60,7.28
RS_S18_INC-1,0.05,0.000298,60,8.98
RS_S19_INC-1,0.05,0.000298,60,8.43
RS_S20_INC-1,0.05,0.000298,60,11.17
RS_S21_INC-1,0.05,0.000298,60,7.86
RS_S22_INC-1,0.05,0.000298,60,9.52
RS_S23_INC-1,0.05,0.000298,60,7.95
RS_S24_INC-1,0.05,0.000298,60,8.41
RS_S25_INC-1,0.05,0.000298,60,8.91
RS_S26_INC-1,0.05,0.000298,60,7.62
RS_S27_INC-1,0.05,0.000298,60,7.51
RS_S28_INC-1,0.05,0.000298,60,7.76
RS_S29_INC-1,0.05,0.000298,60,8.87
RS_R01_INC-1,0.05,0.000298,62,8.03
RS_R02_INC-1,0.05,0.000298,62,7.44
RS_R03_INC-1,0.05,0.000298,62,6.64
RS_R04_INC-1,0.05,0.000298,62,7.86
RS_R05_INC-1,0.05,0.000298,62,7.84
RS_R06_INC-1,0.05,0.000298,62,7.38
RS_R07_INC-1,0.05,0.000298,62,7.83
RS_S01_INC-1,0.05,0.000298,62,7.86
RS_S02_INC-1,0.05,0.000298,62,7.42
RS_S03_INC-1,0.05,0.000298,62,8.89
RS_S04_INC-1,0.05,0.000298,62,7.26
RS_S05_INC-1,0.05,0.000298,62,7.6
RS_S06_INC-1,0.05,0.000298,62,7.6
RS_S07_INC-1,0.05,0.000298,62,8.71
RS_S08_INC-1,0.05,0.000298,62,8.68
RS_S09_INC-1,0.05,0.000298,62,7.63
RS_S10_INC-1,0.05,0.000298,62,8.53
RS_S11_INC-1,0.05,0.000298,62,8.62
RS_S12_INC-1,0.05,0.000298,62,10.05
RS_S13_INC-1,0.05,0.000298,62,8.39
RS_S14_INC-1,0.05,0.000298,62,8.12
RS_S15_INC-1,0.05,0.000298,62,8.23
RS_S16_INC-1,0.05,0.000298,62,7.3
RS_S17_INC-1,0.05,0.000298,62,7.45
RS_S18_INC-1,0.05,0.000298,62,8.98
RS_S19_INC-1,0.05,0.000298,62,8.27
RS_S20_INC-1,0.05,0.000298,62,11.99
RS_S21_INC-1,0.05,0.000298,62,7.77
RS_S22_INC-1,0.05,0.000298,62,9.58
RS_S23_INC-1,0.05,0.000298,62,7.92
RS_S24_INC-1,0.05,0.000298,62,8.33
RS_S25_INC-1,0.05,0.000298,62,8.81
RS_S26_INC-1,0.05,0.000298,62,7.64
RS_S27_INC-1,0.05,0.000298,62,7.45
RS_S28_INC-1,0.05,0.000298,62,7.81
RS_S29_INC-1,0.05,0.000298,62,8.87
RS_R01_INC-1,0.05,0.000298,64,7.95
RS_R02_INC-1,0.05,0.000298,64,7.7
RS_R03_INC-1,0.05,0.000298,64,6.59
RS_R04_INC-1,0.05,0.000298,64,7.9
RS_R05_INC-1,0.05,0.000298,64,7.88
RS_R06_INC-1,0.05,0.000298,64,7.43
RS_R07_INC-1,0.05,0.000298,64,8.21
RS_S01_INC-1,0.05,0.000298,64,7.89
RS_S02_INC-1,0.05,0.000298,64,7.45
RS_S03_INC-1,0.05,0.000298,64,8.91
RS_S04_INC-1,0.05,0.000298,64,7.49
RS_S05_INC-1,0.05,0.000298,64,7.7
RS_S06_INC-1,0.05,0.000298,64,7.62
RS_S07_INC-1,0.05,0.000298,64,8.7
RS_S08_INC-1,0.05,0.000298,64,8.63
RS_S09_INC-1,0.05,0.000298,64,7.69
RS_S10_INC-1,0.05,0.000298,64,8.54
RS_S11_INC-1,0.05,0.000298,64,8.64
RS_S12_INC-1,0.05,0.000298,64,10.01
RS_S13_INC-1,0.05,0.000298,64,8.36
RS_S14_INC-1,0.05,0.000298,64,8.19
RS_S15_INC-1,0.05,0.000298,64,8.27
RS_S16_INC-1,0.05,0.000298,64,7.26
RS_S17_INC-1,0.05,0.000298,64,7.38
RS_S18_INC-1,0.05,0.000298,64,8.98
RS_S19_INC-1,0.05,0.000298,64,8.43
RS_S20_INC-1,0.05,0.000298,64,11.16
RS_S21_INC-1,0.05,0.000298,64,7.79
RS_S22_INC-1,0.05,0.000298,64,9.59
RS_S23_INC-1,0.05,0.000298,64,7.89
RS_S24_INC-1,0.05,0.000298,64,8.4
RS_S25_INC-1,0.05,0.000298,64,8.84
RS_S26_INC-1,0.05,0.000298,64,7.54
RS_S27_INC-1,0.05,0.000298,64,7.36
RS_S28_INC-1,0.05,0.000298,64,7.8
RS_S29_INC-1,0.05,0.000298,64,8.96
RS_R01_INC-1,0.05,0.000298,66,7.96
RS_R02_INC-1,0.05,0.000298,66,7.55
RS_R03_INC-1,0.05,0.000298,66,6.65
RS_R04_INC-1,0.05,0.000298,66,7.95
RS_R05_INC-1,0.05,0.000298,66,7.85
RS_R06_INC-1,0.05,0.000298,66,7.38
RS_R07_INC-1,0.05,0.000298,66,7.85
RS_S01_INC-1,0.05,0.000298,66,7.8
RS_S02_INC-1,0.05,0.000298,66,7.35
RS_S03_INC-1,0.05,0.000298,66,8.77
RS_S04_INC-1,0.05,0.000298,66,7.46
RS_S05_INC-1,0.05,0.000298,66,7.52
RS_S06_INC-1,0.05,0.000298,66,7.46
RS_S07_INC-1,0.05,0.000298,66,8.74
RS_S08_INC-1,0.05,0.000298,66,8.69
RS_S09_INC-1,0.05,0.000298,66,7.67
RS_S10_INC-1,0.05,0.000298,66,8.59
RS_S11_INC-1,0.05,0.000298,66,8.54
RS_S12_INC-1,0.05,0.000298,66,10.1
RS_S13_INC-1,0.05,0.000298,66,8.3
RS_S14_INC-1,0.05,0.000298,66,8.03
RS_S15_INC-1,0.05,0.000298,66,8.12
RS_S16_INC-1,0.05,0.000298,66,7.37
RS_S17_INC-1,0.05,0.000298,66,7.22
RS_S18_INC-1,0.05,0.000298,66,8.9
RS_S19_INC-1,0.05,0.000298,66,8.28
RS_S20_INC-1,0.05,0.000298,66,11.5
RS_S21_INC-1,0.05,0.000298,66,7.94
RS_S22_INC-1,0.05,0.000298,66,9.41
RS_S23_INC-1,0.05,0.000298,66,7.9
RS_S24_INC-1,0.05,0.000298,66,8.38
RS_S25_INC-1,0.05,0.000298,66,8.79
RS_S26_INC-1,0.05,0.000298,66,7.58
RS_S27_INC-1,0.05,0.000298,66,7.41
RS_S28_INC-1,0.05,0.000298,66,7.71
RS_S29_INC-1,0.05,0.000298,66,8.9
RS_R01_INC-1,0.05,0.000298,68,8.1
RS_R02_INC-1,0.05,0.000298,68,7.77
RS_R03_INC-1,0.05,0.000298,68,6.6
RS_R04_INC-1,0.05,0.000298,68,7.77
RS_R05_INC-1,0.05,0.000298,68,7.91
RS_R06_INC-1,0.05,0.000298,68,7.54
RS_R07_INC-1,0.05,0.000298,68,7.72
RS_S01_INC-1,0.05,0.000298,68,7.79
RS_S02_INC-1,0.05,0.000298,68,7.4
RS_S03_INC-1,0.05,0.000298,68,8.98
RS_S04_INC-1,0.05,0.000298,68,7.34
RS_S05_INC-1,0.05,0.000298,68,7.7
RS_S06_INC-1,0.05,0.000298,68,7.47
RS_S07_INC-1,0.05,0.000298,68,8.89
RS_S08_INC-1,0.05,0.000298,68,8.77
RS_S09_INC-1,0.05,0.000298,68,7.68
RS_S10_INC-1,0.05,0.000298,68,8.55
RS_S11_INC-1,0.05,0.000298,68,8.69
RS_S12_INC-1,0.05,0.000298,68,9.82
RS_S13_INC-1,0.05,0.000298,68,8.26
RS_S14_INC-1,0.05,0.000298,68,8.22
RS_S15_INC-1,0.05,0.000298,68,8.2
RS_S16_INC-1,0.05,0.000298,68,7.6
RS_S17_INC-1,0.05,0.000298,68,7.49
RS_S18_INC-1,0.05,0.000298,68,8.84
RS_S19_INC-1,0.05,0.000298,68,8.45
RS_S20_INC-1,0.05,0.000298,68,11.17
RS_S21_INC-1,0.05,0.000298,68,7.72
RS_S22_INC-1,0.05,0.000298,68,9.63
RS_S23_INC-1,0.05,0.000298,68,7.92
RS_S24_INC-1,0.05,0.000298,68,8.35
RS_S25_INC-1,0.05,0.000298,68,8.85
RS_S26_INC-1,0.05,0.000298,68,7.64
RS_S27_INC-1,0.05,0.000298,68,7.42
RS_S28_INC-1,0.05,0.000298,68,7.8
RS_S29_INC-1,0.05,0.000298,68,8.75
RS_R01_INC-1,0.05,0.000298,70,7.83
RS_R02_INC-1,0.05,0.000298,70,7.6
RS_R03_INC-1,0.05,0.000298,70,6.65
RS_R04_INC-1,0.05,0.000298,70,7.9
RS_R05_INC-1,0.05,0.000298,70,8.06
RS_R06_INC-1,0.05,0.000298,70,7.36
RS_R07_INC-1,0.05,0.000298,70,7.54
RS_S01_INC-1,0.05,0.000298,70,7.92
RS_S02_INC-1,0.05,0.000298,70,7.38
RS_S03_INC-1,0.05,0.000298,70,8.91
RS_S04_INC-1,0.05,0.000298,70,7.42
RS_S05_INC-1,0.05,0.000298,70,7.59
RS_S06_INC-1,0.05,0.000298,70,7.65
RS_S07_INC-1,0.05,0.000298,70,8.78
RS_S08_INC-1,0.05,0.000298,70,8.75
RS_S09_INC-1,0.05,0.000298,70,7.7
RS_S10_INC-1,0.05,0.000298,70,8.52
RS_S11_INC-1,0.05,0.000298,70,8.67
RS_S12_INC-1,0.05,0.000298,70,9.99
RS_S13_INC-1,0.05,0.000298,70,8.37
RS_S14_INC-1,0.05,0.000298,70,8.02
RS_S15_INC-1,0.05,0.000298,70,8.2
RS_S16_INC-1,0.05,0.000298,70,7.44
RS_S17_INC-1,0.05,0.000298,70,7.25
RS_S18_INC-1,0.05,0.000298,70,8.87
RS_S19_INC-1,0.05,0.000298,70,8.3
RS_S20_INC-1,0.05,0.000298,70,11.62
RS_S21_INC-1,0.05,0.000298,70,7.86
RS_S22_INC-1,0.05,0.000298,70,9.64
RS_S23_INC-1,0.05,0.000298,70,7.82
RS_S24_INC-1,0.05,0.000298,70,8.22
RS_S25_INC-1,0.05,0.000298,70,8.87
RS_S26_INC-1,0.05,0.000298,70,7.59
RS_S27_INC-1,0.05,0.000298,70,7.55
RS_S28_INC-1,0.05,0.000298,70,7.79
RS_S29_INC-1,0.05,0.000298,70,8.74
RS_R01_INC-1,0.05,0.000298,72,8.11
RS_R02_INC-1,0.05,0.000298,72,7.47
RS_R03_INC-1,0.05,0.000298,72,6.71
RS_R04_INC-1,0.05,0.000298,72,7.82
RS_R05_INC-1,0.05,0.000298,72,7.76
RS_R06_INC-1,0.05,0.000298,72,7.46
RS_R07_INC-1,0.05,0.000298,72,8.04
RS_S01_INC-1,0.05,0.000298,72,7.89
RS_S02_INC-1,0.05,0.000298,72,7.35
RS_S03_INC-1,0.05,0.000298,72,8.88
RS_S04_INC-1,0.05,0.000298,72,7.22
RS_S05_INC-1,0.05,0.000298,72,7.7
RS_S06_INC-1,0.05,0.000298,72,7.55
RS_S07_INC-1,0.05,0.000298,72,8.72
RS_S08_INC-1,0.05,0.000298,72,8.7
RS_S09_INC-1,0.05,0.000298,72,7.64
RS_S10_INC-1,0.05,0.000298,72,8.46
RS_S11_INC-1,0.05,0.000298,72,8.74
RS_S12_INC-1,0.05,0.000298,72,9.76
RS_S13_INC-1,0.05,0.000298,72,8.38
RS_S14_INC-1,0.05,0.000298,72,7.94
RS_S15_INC-1,0.05,0.000298,72,8.06
RS_S16_INC-1,0.05,0.000298,72,7.31
RS_S17_INC-1,0.05,0.000298,72,7.41
RS_S18_INC-1,0.05,0.000298,72,8.85
RS_S19_INC-1,0.05,0.000298,72,8.24
RS_S20_INC-1,0.05,0.000298,72,11.2
RS_S21_INC-1,0.05,0.000298,72,7.89
RS_S22_INC-1,0.05,0.000298,72,9.43
RS_S23_INC-1,0.05,0.000298,72,7.87
RS_S24_INC-1,0.05,0.000298,72,8.38
RS_S25_INC-1,0.05,0.000298,72,8.82
RS_S26_INC-1,0.05,0.000298,72,7.64
RS_S27_INC-1,0.05,0.000298,72,7.49
RS_S28_INC-1,0.05,0.000298,72,7.76
RS_S29_INC-1,0.05,0.000298,72,8.85
RS_R01_INC-1,0.05,0.000298,74,7.86
RS_R02_INC-1,0.05,0.000298,74,7.71
RS_R03_INC-1,0.05,0.000298,74,6.82
RS_R04_INC-1,0.05,0.000298,74,7.81
RS_R05_INC-1,0.05,0.000298,74,7.87
RS_R06_INC-1,0.05,0.000298,74,7.46
RS_R07_INC-1,0.05,0.000298,74,8.11
RS_S01_INC-1,0.05,0.000298,74,7.81
RS_S02_INC-1,0.05,0.000298,74,7.4
RS_S03_INC-1,0.05,0.000298,74,8.91
RS_S04_INC-1,0.05,0.000298,74,7.41
RS_S05_INC-1,0.05,0.000298,74,7.61
RS_S06_INC-1,0.05,0.000298,74,7.45
RS_S07_INC-1,0.05,0.000298,74,8.92
RS_S08_INC-1,0.05,0.000298,74,8.68
RS_S09_INC-1,0.05,0.000298,74,7.66
RS_S10_INC-1,0.05,0.000298,74,8.49
RS_S11_INC-1,0.05,0.000298,74,8.7
RS_S12_INC-1,0.05,0.000298,74,10
RS_S13_INC-1,0.05,0.000298,74,8.25
RS_S14_INC-1,0.05,0.000298,74,8.17
RS_S15_INC-1,0.05,0.000298,74,8.26
RS_S16_INC-1,0.05,0.000298,74,7.33
RS_S17_INC-1,0.05,0.000298,74,7.33
RS_S18_INC-1,0.05,0.000298,74,8.85
RS_S19_INC-1,0.05,0.000298,74,8.42
RS_S20_INC-1,0.05,0.000298,74,11.46
RS_S21_INC-1,0.05,0.000298,74,7.72
RS_S22_INC-1,0.05,0.000298,74,9.62
RS_S23_INC-1,0.05,0.000298,74,7.8
RS_S24_INC-1,0.05,0.000298,74,8.33
RS_S25_INC-1,0.05,0.000298,74,8.81
RS_S26_INC-1,0.05,0.000298,74,7.56
RS_S27_INC-1,0.05,0.000298,74,7.5
RS_S28_INC-1,0.05,0.000298,74,7.75
RS_S29_INC-1,0.05,0.000298,74,8.79
RS_R01_INC-1,0.05,0.000298,76,8
RS_R02_INC-1,0.05,0.000298,76,7.57
RS_R03_INC-1,0.05,0.000298,76,6.86
RS_R04_INC-1,0.05,0.000298,76,7.92
RS_R05_INC-1,0.05,0.000298,76,7.91
RS_R06_INC-1,0.05,0.000298,76,7.42
RS_R07_INC-1,0.05,0.000298,76,7.49
RS_S01_INC-1,0.05,0.000298,76,7.74
RS_S02_INC-1,0.05,0.000298,76,7.35
RS_S03_INC-1,0.05,0.000298,76,8.96
RS_S04_INC-1,0.05,0.000298,76,7.37
RS_S05_INC-1,0.05,0.000298,76,7.67
RS_S06_INC-1,0.05,0.000298,76,7.49
RS_S07_INC-1,0.05,0.000298,76,8.75
RS_S08_INC-1,0.05,0.000298,76,8.65
RS_S09_INC-1,0.05,0.000298,76,7.68
RS_S10_INC-1,0.05,0.000298,76,8.5
RS_S11_INC-1,0.05,0.000298,76,8.6
RS_S12_INC-1,0.05,0.000298,76,9.82
RS_S13_INC-1,0.05,0.000298,76,8.32
RS_S14_INC-1,0.05,0.000298,76,8.04
RS_S15_INC-1,0.05,0.000298,76,8.13
RS_S16_INC-1,0.05,0.000298,76,7.58
RS_S17_INC-1,0.05,0.000298,76,7.25
RS_S18_INC-1,0.05,0.000298,76,8.72
RS_S19_INC-1,0.05,0.000298,76,8.28
RS_S20_INC-1,0.05,0.000298,76,10.86
RS_S21_INC-1,0.05,0.000298,76,7.78
RS_S22_INC-1,0.05,0.000298,76,9.65
RS_S23_INC-1,0.05,0.000298,76,7.81
RS_S24_INC-1,0.05,0.000298,76,8.37
RS_S25_INC-1,0.05,0.000298,76,8.84
RS_S26_INC-1,0.05,0.000298,76,7.64
RS_S27_INC-1,0.05,0.000298,76,7.56
RS_S28_INC-1,0.05,0.000298,76,7.84
RS_S29_INC-1,0.05,0.000298,76,8.86
RS_R01_INC-1,0.05,0.000298,78,7.89
RS_R02_INC-1,0.05,0.000298,78,7.55
RS_R03_INC-1,0.05,0.000298,78,6.77
RS_R04_INC-1,0.05,0.000298,78,7.78
RS_R05_INC-1,0.05,0.000298,78,8
RS_R06_INC-1,0.05,0.000298,78,7.39
RS_R07_INC-1,0.05,0.000298,78,7.9
RS_S01_INC-1,0.05,0.000298,78,7.91
RS_S02_INC-1,0.05,0.000298,78,7.34
RS_S03_INC-1,0.05,0.000298,78,8.87
RS_S04_INC-1,0.05,0.000298,78,7.48
RS_S05_INC-1,0.05,0.000298,78,7.53
RS_S06_INC-1,0.05,0.000298,78,7.52
RS_S07_INC-1,0.05,0.000298,78,8.96
RS_S08_INC-1,0.05,0.000298,78,8.71
RS_S09_INC-1,0.05,0.000298,78,7.68
RS_S10_INC-1,0.05,0.000298,78,8.53
RS_S11_INC-1,0.05,0.000298,78,8.68
RS_S12_INC-1,0.05,0.000298,78,9.9
RS_S13_INC-1,0.05,0.000298,78,8.27
RS_S14_INC-1,0.05,0.000298,78,8.14
RS_S15_INC-1,0.05,0.000298,78,8.13
RS_S16_INC-1,0.05,0.000298,78,7.46
RS_S17_INC-1,0.05,0.000298,78,7.48
RS_S18_INC-1,0.05,0.000298,78,8.87
RS_S19_INC-1,0.05,0.000298,78,8.46
RS_S20_INC-1,0.05,0.000298,78,11.55
RS_S21_INC-1,0.05,0.000298,78,7.81
RS_S22_INC-1,0.05,0.000298,78,9.46
RS_S23_INC-1,0.05,0.000298,78,7.77
RS_S24_INC-1,0.05,0.000298,78,8.47
RS_S25_INC-1,0.05,0.000298,78,8.85
RS_S26_INC-1,0.05,0.000298,78,7.6
RS_S27_INC-1,0.05,0.000298,78,7.52
RS_S28_INC-1,0.05,0.000298,78,7.71
RS_S29_INC-1,0.05,0.000298,78,8.96
RS_R01_INC-1,0.05,0.000298,80,8
RS_R02_INC-1,0.05,0.000298,80,7.83
RS_R03_INC-1,0.05,0.000298,80,6.67
RS_R04_INC-1,0.05,0.000298,80,7.86
RS_R05_INC-1,0.05,0.000298,80,7.84
RS_R06_INC-1,0.05,0.000298,80,7.51
RS_R07_INC-1,0.05,0.000298,80,7.92
RS_S01_INC-1,0.05,0.000298,80,7.83
RS_S02_INC-1,0.05,0.000298,80,7.45
RS_S03_INC-1,0.05,0.000298,80,8.82
RS_S04_INC-1,0.05,0.000298,80,7.32
RS_S05_INC-1,0.05,0.000298,80,7.69
RS_S06_INC-1,0.05,0.000298,80,7.53
RS_S07_INC-1,0.05,0.000298,80,8.71
RS_S08_INC-1,0.05,0.000298,80,8.72
RS_S09_INC-1,0.05,0.000298,80,7.65
RS_S10_INC-1,0.05,0.000298,80,8.48
RS_S11_INC-1,0.05,0.000298,80,8.59
RS_S12_INC-1,0.05,0.000298,80,9.88
RS_S13_INC-1,0.05,0.000298,80,8.35
RS_S14_INC-1,0.05,0.000298,80,8.07
RS_S15_INC-1,0.05,0.000298,80,8.21
RS_S16_INC-1,0.05,0.000298,80,7.33
RS_S17_INC-1,0.05,0.000298,80,7.28
RS_S18_INC-1,0.05,0.000298,80,8.89
RS_S19_INC-1,0.05,0.000298,80,8.21
RS_S20_INC-1,0.05,0.000298,80,11.25
RS_S21_INC-1,0.05,0.000298,80,7.7
RS_S22_INC-1,0.05,0.000298,80,9.61
RS_S23_INC-1,0.05,0.000298,80,7.92
RS_S24_INC-1,0.05,0.000298,80,8.29
RS_S25_INC-1,0.05,0.000298,80,8.81
RS_S26_INC-1,0.05,0.000298,80,7.62
RS_S27_INC-1,0.05,0.000298,80,7.45
RS_S28_INC-1,0.05,0.000298,80,7.72
RS_S29_INC-1,0.05,0.000298,80,8.99
RS_R01_INC-1,0.05,0.000298,82,7.97
RS_R02_INC-1,0.05,0.000298,82,7.47
RS_R03_INC-1,0.05,0.000298,82,6.56
RS_R04_INC-1,0.05,0.000298,82,7.87
RS_R05_INC-1,0.05,0.000298,82,7.87
RS_R06_INC-1,0.05,0.000298,82,7.37
RS_R07_INC-1,0.05,0.000298,82,7.87
RS_S01_INC-1,0.05,0.000298,82,7.84
RS_S02_INC-1,0.05,0.000298,82,7.38
RS_S03_INC-1,0.05,0.000298,82,8.9
RS_S04_INC-1,0.05,0.000298,82,7.31
RS_S05_INC-1,0.05,0.000298,82,7.63
RS_S06_INC-1,0.05,0.000298,82,7.5
RS_S07_INC-1,0.05,0.000298,82,8.82
RS_S08_INC-1,0.05,0.000298,82,8.67
RS_S09_INC-1,0.05,0.000298,82,7.71
RS_S10_INC-1,0.05,0.000298,82,8.5
RS_S11_INC-1,0.05,0.000298,82,8.66
RS_S12_INC-1,0.05,0.000298,82,9.88
RS_S13_INC-1,0.05,0.000298,82,8.3
RS_S14_INC-1,0.05,0.000298,82,8.1
RS_S15_INC-1,0.05,0.000298,82,8.18
RS_S16_INC-1,0.05,0.000298,82,7.26
RS_S17_INC-1,0.05,0.000298,82,7.4
RS_S18_INC-1,0.05,0.000298,82,8.97
RS_S19_INC-1,0.05,0.000298,82,8.36
RS_S20_INC-1,0.05,0.000298,82,11.04
RS_S21_INC-1,0.05,0.000298,82,7.75
RS_S22_INC-1,0.05,0.000298,82,9.62
RS_S23_INC-1,0.05,0.000298,82,7.83
RS_S24_INC-1,0.05,0.000298,82,8.32
RS_S25_INC-1,0.05,0.000298,82,8.8
RS_S26_INC-1,0.05,0.000298,82,7.56
RS_S27_INC-1,0.05,0.000298,82,7.61
RS_S28_INC-1,0.05,0.000298,82,7.8
RS_S29_INC-1,0.05,0.000298,82,8.82
RS_R01_INC-1,0.05,0.000298,84,7.96
RS_R02_INC-1,0.05,0.000298,84,7.78
RS_R03_INC-1,0.05,0.000298,84,6.67
RS_R04_INC-1,0.05,0.000298,84,7.75
RS_R05_INC-1,0.05,0.000298,84,8.01
RS_R06_INC-1,0.05,0.000298,84,7.33
RS_R07_INC-1,0.05,0.000298,84,7.49
RS_S01_INC-1,0.05,0.000298,84,7.77
RS_S02_INC-1,0.05,0.000298,84,7.4
RS_S03_INC-1,0.05,0.000298,84,8.86
RS_S04_INC-1,0.05,0.000298,84,7.49
RS_S05_INC-1,0.05,0.000298,84,7.55
RS_S06_INC-1,0.05,0.000298,84,7.48
RS_S07_INC-1,0.05,0.000298,84,8.81
RS_S08_INC-1,0.05,0.000298,84,8.59
RS_S09_INC-1,0.05,0.000298,84,7.7
RS_S10_INC-1,0.05,0.000298,84,8.54
RS_S11_INC-1,0.05,0.000298,84,8.57
RS_S12_INC-1,0.05,0.000298,84,9.93
RS_S13_INC-1,0.05,0.000298,84,8.23
RS_S14_INC-1,0.05,0.000298,84,8.2
RS_S15_INC-1,0.05,0.000298,84,8.24
RS_S16_INC-1,0.05,0.000298,84,7.41
RS_S17_INC-1,0.05,0.000298,84,7.55
RS_S18_INC-1,0.05,0.000298,84,8.96
RS_S19_INC-1,0.05,0.000298,84,8.28
RS_S20_INC-1,0.05,0.000298,84,11.12
RS_S21_INC-1,0.05,0.000298,84,7.75
RS_S22_INC-1,0.05,0.000298,84,9.5
RS_S23_INC-1,0.05,0.000298,84,7.84
RS_S24_INC-1,0.05,0.000298,84,8.24
RS_S25_INC-1,0.05,0.000298,84,8.83
RS_S26_INC-1,0.05,0.000298,84,7.68
RS_S27_INC-1,0.05,0.000298,84,7.45
RS_S28_INC-1,0.05,0.000298,84,7.77
RS_S29_INC-1,0.05,0.000298,84,8.86
RS_R01_INC-1,0.05,0.000298,86,7.96
RS_R02_INC-1,0.05,0.000298,86,7.52
RS_R03_INC-1,0.05,0.000298,86,6.71
RS_R04_INC-1,0.05,0.000298,86,7.86
RS_R05_INC-1,0.05,0.000298,86,7.92
RS_R06_INC-1,0.05,0.000298,86,7.27
RS_R07_INC-1,0.05,0.000298,86,8.13
RS_S01_INC-1,0.05,0.000298,86,7.9
RS_S02_INC-1,0.05,0.000298,86,7.45
RS_S03_INC-1,0.05,0.000298,86,8.83
RS_S04_INC-1,0.05,0.000298,86,7.33
RS_S05_INC-1,0.05,0.000298,86,7.6
RS_S06_INC-1,0.05,0.000298,86,7.57
RS_S07_INC-1,0.05,0.000298,86,8.7
RS_S08_INC-1,0.05,0.000298,86,8.82
RS_S09_INC-1,0.05,0.000298,86,7.62
RS_S10_INC-1,0.05,0.000298,86,8.49
RS_S11_INC-1,0.05,0.000298,86,8.59
RS_S12_INC-1,0.05,0.000298,86,9.77
RS_S13_INC-1,0.05,0.000298,86,8.41
RS_S14_INC-1,0.05,0.000298,86,8.08
RS_S15_INC-1,0.05,0.000298,86,8.2
RS_S16_INC-1,0.05,0.000298,86,7.54
RS_S17_INC-1,0.05,0.000298,86,7.27
RS_S18_INC-1,0.05,0.000298,86,9.06
RS_S19_INC-1,0.05,0.000298,86,8.22
RS_S20_INC-1,0.05,0.000298,86,11.54
RS_S21_INC-1,0.05,0.000298,86,7.73
RS_S22_INC-1,0.05,0.000298,86,9.62
RS_S23_INC-1,0.05,0.000298,86,7.85
RS_S24_INC-1,0.05,0.000298,86,8.32
RS_S25_INC-1,0.05,0.000298,86,8.87
RS_S26_INC-1,0.05,0.000298,86,7.61
RS_S27_INC-1,0.05,0.000298,86,7.52
RS_S28_INC-1,0.05,0.000298,86,7.79
RS_S29_INC-1,0.05,0.000298,86,8.76
RS_R01_INC-1,0.05,0.000298,88,7.86
RS_R02_INC-1,0.05,0.000298,88,7.4
RS_R03_INC-1,0.05,0.000298,88,6.65
RS_R04_INC-1,0.05,0.000298,88,7.75
RS_R05_INC-1,0.05,0.000298,88,7.83
RS_R06_INC-1,0.05,0.000298,88,7.39
RS_R07_INC-1,0.05,0.000298,88,7.58
RS_S01_INC-1,0.05,0.000298,88,7.9
RS_S02_INC-1,0.05,0.000298,88,7.36
RS_S03_INC-1,0.05,0.000298,88,8.94
RS_S04_INC-1,0.05,0.000298,88,7.5
RS_S05_INC-1,0.05,0.000298,88,7.63
RS_S06_INC-1,0.05,0.000298,88,7.46
RS_S07_INC-1,0.05,0.000298,88,8.98
RS_S08_INC-1,0.05,0.000298,88,8.71
RS_S09_INC-1,0.05,0.000298,88,7.66
RS_S10_INC-1,0.05,0.000298,88,8.56
RS_S11_INC-1,0.05,0.000298,88,8.53
RS_S12_INC-1,0.05,0.000298,88,10
RS_S13_INC-1,0.05,0.000298,88,8.34
RS_S14_INC-1,0.05,0.000298,88,8.07
RS_S15_INC-1,0.05,0.000298,88,8.11
RS_S16_INC-1,0.05,0.000298,88,7.52
RS_S17_INC-1,0.05,0.000298,88,7.47
RS_S18_INC-1,0.05,0.000298,88,8.86
RS_S19_INC-1,0.05,0.000298,88,8.31
RS_S20_INC-1,0.05,0.000298,88,11.26
RS_S21_INC-1,0.05,0.000298,88,7.93
